"Country or Area","Year","Value","Value Footnotes","Value Footnotes"
"Cape Verde","2010","3690","",""
"Cape Verde","2009","3560","",""
"Cape Verde","2008","3410","",""
"Cape Verde","2007","3190","",""
"Cape Verde","2006","2830","",""
"Cape Verde","2005","2540","",""
"Cape Verde","2004","2370","",""
"Cape Verde","2003","2250","",""
"Cape Verde","2002","2120","",""
"Cape Verde","2001","2050","",""
"Cape Verde","2000","1890","",""
"Cape Verde","1999","1780","",""
"Cape Verde","1998","1600","",""
"Cape Verde","1997","1490","",""
"Cape Verde","1996","1390","",""
"Cape Verde","1995","1310","",""
"Cape Verde","1994","1230","",""
"Cape Verde","1993","1160","",""
"Cape Verde","1992","1090","",""
"Cape Verde","1991","1060","",""
"Cape Verde","1990","1040","",""
"Cape Verde","1989","1010","",""
"Cape Verde","1988","930","",""
"Cape Verde","1987","850","",""
"Cape Verde","1986","790","",""
"Cape Verde","1985","750","",""
"Cape Verde","1984","680","",""
"Cape Verde","1983","630","",""
"Cape Verde","1982","580","",""
"Cape Verde","1981","560","",""
"Cape Verde","1980","460","",""
"Caribbean small states","2011","12496.3176696158","",""
"Caribbean small states","2010","12169.1897633623","",""
"Caribbean small states","2009","12122.4015928087","",""
"Caribbean small states","2008","12511.942241941","",""
"Caribbean small states","2007","12091.251593549","",""
"Caribbean small states","2006","11524.0951508056","",""
"Caribbean small states","2005","10582.6531138801","",""
"Caribbean small states","2004","9900.04177534119","",""
"Caribbean small states","2003","9212.22009440177","",""
"Caribbean small states","2002","8514.64086925704","",""
"Caribbean small states","2001","8151.40735527131","",""
"Caribbean small states","2000","7908.1152270797","",""
"Caribbean small states","1999","7546.04015926194","",""
"Caribbean small states","1998","7372.95610808376","",""
"Caribbean small states","1997","7061.26601525092","",""
"Caribbean small states","1996","7062.27755554847","",""
"Caribbean small states","1995","6697.63496664877","",""
"Caribbean small states","1994","6249.31592427674","",""
"Caribbean small states","1993","6052.10661327595","",""
"Caribbean small states","1992","5663.40107040617","",""
"Caribbean small states","1991","5523.61982754622","",""
"Caribbean small states","1990","5312.00784139032","",""
"Caribbean small states","1989","5080.60461239364","",""
"Caribbean small states","1988","4727.41883725376","",""
"Caribbean small states","1987","4486.01190950056","",""
"Caribbean small states","1986","4360.14143693391","",""
"Caribbean small states","1985","4245.73115788487","",""
"Caribbean small states","1984","4253.74132769044","",""
"Caribbean small states","1983","4280.83245277537","",""
"Caribbean small states","1982","4366.78986973807","",""
"Caribbean small states","1981","4020.02864061328","",""
"Caribbean small states","1980","3593.52417821494","",""
"Central African Republic","2011","810","",""
"Central African Republic","2010","780","",""
"Central African Republic","2009","760","",""
"Central African Republic","2008","750","",""
"Central African Republic","2007","740","",""
"Central African Republic","2006","710","",""
"Central African Republic","2005","670","",""
"Central African Republic","2004","640","",""
"Central African Republic","2003","630","",""
"Central African Republic","2002","670","",""
"Central African Republic","2001","680","",""
"Central African Republic","2000","670","",""
"Central African Republic","1999","660","",""
"Central African Republic","1998","630","",""
"Central African Republic","1997","610","",""
"Central African Republic","1996","580","",""
"Central African Republic","1995","610","",""
"Central African Republic","1994","560","",""
"Central African Republic","1993","550","",""
"Central African Republic","1992","550","",""
"Central African Republic","1991","590","",""
"Central African Republic","1990","580","",""
"Central African Republic","1989","580","",""
"Central African Republic","1988","560","",""
"Central African Republic","1987","550","",""
"Central African Republic","1986","580","",""
"Central African Republic","1985","560","",""
"Central African Republic","1984","530","",""
"Central African Republic","1983","480","",""
"Central African Republic","1982","520","",""
"Central African Republic","1981","480","",""
"Central African Republic","1980","460","",""
"Chad","2011","1370","",""
"Chad","2010","1360","",""
"Chad","2009","1260","",""
"Chad","2008","1100","",""
"Chad","2007","1150","",""
"Chad","2006","1110","",""
"Chad","2005","1110","",""
"Chad","2004","990","",""
"Chad","2003","730","",""
"Chad","2002","760","",""
"Chad","2001","720","",""
"Chad","2000","660","",""
"Chad","1999","680","",""
"Chad","1998","700","",""
"Chad","1997","660","",""
"Chad","1996","630","",""
"Chad","1995","630","",""
"Chad","1994","610","",""
"Chad","1993","570","",""
"Chad","1992","690","",""
"Chad","1991","640","",""
"Chad","1990","590","",""
"Chad","1989","610","",""
"Chad","1988","580","",""
"Chad","1987","500","",""
"Chad","1986","520","",""
"Chad","1985","540","",""
"Chad","1984","440","",""
"Chad","1983","440","",""
"Chad","1982","370","",""
"Chad","1981","340","",""
"Chad","1980","310","",""
"Chile","2011","16330","",""
"Chile","2010","15040","",""
"Chile","2009","14200","",""
"Chile","2008","14200","",""
"Chile","2007","13010","",""
"Chile","2006","12080","",""
"Chile","2005","11600","",""
"Chile","2004","10350","",""
"Chile","2003","9820","",""
"Chile","2002","9510","",""
"Chile","2001","9320","",""
"Chile","2000","8910","",""
"Chile","1999","8520","",""
"Chile","1998","8640","",""
"Chile","1997","8320","",""
"Chile","1996","7770","",""
"Chile","1995","7160","",""
"Chile","1994","6330","",""
"Chile","1993","5970","",""
"Chile","1992","5470","",""
"Chile","1991","4740","",""
"Chile","1990","4270","",""
"Chile","1989","3930","",""
"Chile","1988","3410","",""
"Chile","1987","3090","",""
"Chile","1986","2750","",""
"Chile","1985","2540","",""
"Chile","1984","2390","",""
"Chile","1983","2210","",""
"Chile","1982","2260","",""
"Chile","1981","2510","",""
"Chile","1980","2250","",""
"China","2011","8450","",""
"China","2010","7530","",""
"China","2009","6820","",""
"China","2008","6230","",""
"China","2007","5580","",""
"China","2006","4750","",""
"China","2005","4090","",""
"China","2004","3590","",""
"China","2003","3180","",""
"China","2002","2840","",""
"China","2001","2560","",""
"China","2000","2340","",""
"China","1999","2120","",""
"China","1998","1960","",""
"China","1997","1820","",""
"China","1996","1640","",""
"China","1995","1480","",""
"China","1994","1340","",""
"China","1993","1170","",""
"China","1992","1020","",""
"China","1991","890","",""
"China","1990","800","",""
"China","1989","750","",""
"China","1988","700","",""
"China","1987","620","",""
"China","1986","550","",""
"China","1985","500","",""
"China","1984","440","",""
"China","1983","370","",""
"China","1982","320","",""
"China","1981","280","",""
"China","1980","250","",""
"Colombia","2011","9640","",""
"Colombia","2010","9020","",""
"Colombia","2009","8710","",""
"Colombia","2008","8580","",""
"Colombia","2007","8260","",""
"Colombia","2006","7640","",""
"Colombia","2005","7030","",""
"Colombia","2004","6600","",""
"Colombia","2003","6200","",""
"Colombia","2002","5980","",""
"Colombia","2001","5850","",""
"Colombia","2000","5740","",""
"Colombia","1999","5500","",""
"Colombia","1998","5750","",""
"Colombia","1997","5720","",""
"Colombia","1996","5520","",""
"Colombia","1995","5440","",""
"Colombia","1994","5140","",""
"Colombia","1993","4770","",""
"Colombia","1992","4600","",""
"Colombia","1991","4360","",""
"Colombia","1990","4180","",""
"Colombia","1989","3870","",""
"Colombia","1988","3720","",""
"Colombia","1987","3510","",""
"Colombia","1986","3320","",""
"Colombia","1985","3110","",""
"Colombia","1984","3010","",""
"Colombia","1983","2890","",""
"Colombia","1982","2810","",""
"Colombia","1981","2730","",""
"Colombia","1980","2510","",""
"Comoros","2011","1120","",""
"Comoros","2010","1090","",""
"Comoros","2009","1080","",""
"Comoros","2008","1080","",""
"Comoros","2007","1080","",""
"Comoros","2006","1070","",""
"Comoros","2005","1050","",""
"Comoros","2004","1000","",""
"Comoros","2003","1000","",""
"Comoros","2002","980","",""
"Comoros","2001","960","",""
"Comoros","2000","930","",""
"Comoros","1999","920","",""
"Comoros","1998","910","",""
"Comoros","1997","920","",""
"Comoros","1996","890","",""
"Comoros","1995","910","",""
"Comoros","1994","880","",""
"Comoros","1993","930","",""
"Comoros","1992","910","",""
"Comoros","1991","830","",""
"Comoros","1990","870","",""
"Comoros","1989","820","",""
"Comoros","1988","830","",""
"Comoros","1987","800","",""
"Comoros","1986","780","",""
"Comoros","1985","770","",""
"Comoros","1984","760","",""
"Comoros","1983","720","",""
"Comoros","1982","690","",""
"Comoros","1981","630","",""
"Comoros","1980","580","",""
"Congo, Dem. Rep.","2011","350","",""
"Congo, Dem. Rep.","2010","330","",""
"Congo, Dem. Rep.","2009","310","",""
"Congo, Dem. Rep.","2008","290","",""
"Congo, Dem. Rep.","2007","290","",""
"Congo, Dem. Rep.","2006","280","",""
"Congo, Dem. Rep.","2005","260","",""
"Congo, Dem. Rep.","2004","240","",""
"Congo, Dem. Rep.","2003","230","",""
"Congo, Dem. Rep.","2002","220","",""
"Congo, Dem. Rep.","2001","210","",""
"Congo, Dem. Rep.","2000","210","",""
"Congo, Dem. Rep.","1999","230","",""
"Congo, Dem. Rep.","1998","250","",""
"Congo, Dem. Rep.","1997","250","",""
"Congo, Dem. Rep.","1996","270","",""
"Congo, Dem. Rep.","1995","250","",""
"Congo, Dem. Rep.","1994","260","",""
"Congo, Dem. Rep.","1993","290","",""
"Congo, Dem. Rep.","1992","330","",""
"Congo, Dem. Rep.","1991","380","",""
"Congo, Dem. Rep.","1990","420","",""
"Congo, Dem. Rep.","1989","460","",""
"Congo, Dem. Rep.","1988","430","",""
"Congo, Dem. Rep.","1987","450","",""
"Congo, Dem. Rep.","1986","450","",""
"Congo, Dem. Rep.","1985","490","",""
"Congo, Dem. Rep.","1984","400","",""
"Congo, Dem. Rep.","1983","390","",""
"Congo, Dem. Rep.","1982","210","",""
"Congo, Rep.","2011","3280","",""
"Congo, Rep.","2010","3180","",""
"Congo, Rep.","2009","2870","",""
"Congo, Rep.","2008","2760","",""
"Congo, Rep.","2007","2440","",""
"Congo, Rep.","2006","2380","",""
"Congo, Rep.","2005","2240","",""
"Congo, Rep.","2004","2110","",""
"Congo, Rep.","2003","2210","",""
"Congo, Rep.","2002","2170","",""
"Congo, Rep.","2001","2010","",""
"Congo, Rep.","2000","1960","",""
"Congo, Rep.","1999","1810","",""
"Congo, Rep.","1998","2040","",""
"Congo, Rep.","1997","1880","",""
"Congo, Rep.","1996","1530","",""
"Congo, Rep.","1995","1500","",""
"Congo, Rep.","1994","2140","",""
"Congo, Rep.","1993","2290","",""
"Congo, Rep.","1992","2350","",""
"Congo, Rep.","1991","2210","",""
"Congo, Rep.","1990","2130","",""
"Congo, Rep.","1989","2140","",""
"Congo, Rep.","1988","2090","",""
"Congo, Rep.","1987","2410","",""
"Congo, Rep.","1986","2400","",""
"Congo, Rep.","1985","2390","",""
"Congo, Rep.","1984","2430","",""
"Congo, Rep.","1983","2200","",""
"Congo, Rep.","1982","2100","",""
"Congo, Rep.","1981","1660","",""
"Congo, Rep.","1980","1280","",""
"Costa Rica","2011","11950","",""
"Costa Rica","2010","11290","",""
"Costa Rica","2009","10780","",""
"Costa Rica","2008","11000","",""
"Costa Rica","2007","10600","",""
"Costa Rica","2006","9660","",""
"Costa Rica","2005","8690","",""
"Costa Rica","2004","8060","",""
"Costa Rica","2003","7660","",""
"Costa Rica","2002","7220","",""
"Costa Rica","2001","7000","",""
"Costa Rica","2000","6650","",""
"Costa Rica","1999","6280","",""
"Costa Rica","1998","6400","",""
"Costa Rica","1997","6060","",""
"Costa Rica","1996","5800","",""
"Costa Rica","1995","5770","",""
"Costa Rica","1994","5590","",""
"Costa Rica","1993","5300","",""
"Costa Rica","1992","4940","",""
"Costa Rica","1991","4540","",""
"Costa Rica","1990","4350","",""
"Costa Rica","1989","4030","",""
"Costa Rica","1988","3810","",""
"Costa Rica","1987","3660","",""
"Costa Rica","1986","3420","",""
"Costa Rica","1985","3220","",""
"Costa Rica","1984","3150","",""
"Costa Rica","1983","2890","",""
"Costa Rica","1982","2560","",""
"Costa Rica","1981","2820","",""
"Costa Rica","1980","2910","",""
"Cote d'Ivoire","2011","1730","",""
"Cote d'Ivoire","2010","1800","",""
"Cote d'Ivoire","2009","1770","",""
"Cote d'Ivoire","2008","1720","",""
"Cote d'Ivoire","2007","1670","",""
"Cote d'Ivoire","2006","1630","",""
"Cote d'Ivoire","2005","1590","",""
"Cote d'Ivoire","2004","1540","",""
"Cote d'Ivoire","2003","1490","",""
"Cote d'Ivoire","2002","1490","",""
"Cote d'Ivoire","2001","1520","",""
"Cote d'Ivoire","2000","1500","",""
"Cote d'Ivoire","1999","1560","",""
"Cote d'Ivoire","1998","1560","",""
"Cote d'Ivoire","1997","1500","",""
"Cote d'Ivoire","1996","1410","",""
"Cote d'Ivoire","1995","1300","",""
"Cote d'Ivoire","1994","1210","",""
"Cote d'Ivoire","1993","1180","",""
"Cote d'Ivoire","1992","1200","",""
"Cote d'Ivoire","1991","1200","",""
"Cote d'Ivoire","1990","1180","",""
"Cote d'Ivoire","1989","1190","",""
"Cote d'Ivoire","1988","1220","",""
"Cote d'Ivoire","1987","1210","",""
"Cote d'Ivoire","1986","1250","",""
"Cote d'Ivoire","1985","1190","",""
"Cote d'Ivoire","1984","1190","",""
"Cote d'Ivoire","1983","1190","",""
"Cote d'Ivoire","1982","1280","",""
"Cote d'Ivoire","1981","1270","",""
"Cote d'Ivoire","1980","1190","",""
"Croatia","2011","19330","",""
"Croatia","2010","18680","",""
"Croatia","2009","19040","",""
"Croatia","2008","19650","",""
"Croatia","2007","18250","",""
"Croatia","2006","16330","",""
"Croatia","2005","14930","",""
"Croatia","2004","14200","",""
"Croatia","2003","12970","",""
"Croatia","2002","12370","",""
"Croatia","2001","11450","",""
"Croatia","2000","10720","",""
"Croatia","1999","9760","",""
"Croatia","1998","10030","",""
"Croatia","1997","9630","",""
"Croatia","1996","8990","",""
"Croatia","1995","7990","",""
"Croatia","1994","7260","",""
"Croatia","1993","6720","",""
"Croatia","1992","7400","",""
"Croatia","1991","8230","",""
"Croatia","1990","9500","",""
"Cyprus","2010","30910","",""
"Cyprus","2009","30750","",""
